Loja;cnpj;produto1;valor1;produto2;valor2;produto3;valor3;valorTotal
SOUZA ROSA LTDA;37.318.175/0001-51;CHICKEN BBO HOWEY PROMC;11,95;SP CHICKEN BRO HONEY PROMO;11,95;HETNEREN LONG HECE;9,66;32,90;
